Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Result
-1,1,1,1,1,1,-1,-1,1,1,-1,8244750,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8244749,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244748,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8244747,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8244746,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244745,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8244744,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8244742,1,1,1,1,1,-1,1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244736,1,1,1,1,1,-1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244733,1,1,1,1,1,-1,1,1,0,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244730,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244729,1,1,1,1,1,-1,-1,1,-1,-1,-1
-1,1,1,1,-1,-1,-1,-1,1,1,-1,8244728,1,1,1,1,1,-1,-1,1,-1,-1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8244727,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8244721,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,-1,1,-1,8244720,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8244718,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244717,1,1,1,1,1,-1,-1,1,1,1,-1
0,1,1,1,1,1,1,-1,1,1,-1,8244716,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244715,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244714,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8244709,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244707,1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244706,1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244705,1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244704,1,1,1,1,1,-1,1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8244703,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244697,1,0,1,1,1,-1,-1,1,-1,1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8244695,1,1,1,1,1,-1,1,1,1,1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8244694,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244692,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244691,1,1,1,1,1,-1,1,1,1,1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8244690,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244688,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244687,1,1,1,1,1,-1,1,-1,0,1,-1
1,1,-1,1,1,1,1,-1,-1,1,-1,8244686,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244684,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244682,-1,0,1,1,1,-1,-1,-1,1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8244679,1,0,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8244678,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,1,1,1,-1,0,-1,-1,1,-1,8244673,1,1,1,1,1,-1,1,1,-1,1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8244669,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244658,-1,1,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244657,-1,1,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244656,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8244655,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244654,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8244652,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244651,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,-1,-1,-1,-1,1,-1,8244650,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244647,1,1,1,1,1,1,1,1,0,1,-1
0,1,1,1,1,1,0,-1,-1,1,-1,8244644,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244643,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244640,-1,1,1,1,1,-1,1,-1,-1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8244633,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,-1,1,-1,8244632,-1,1,1,1,1,-1,1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,-1,1,-1,8244631,-1,1,1,1,1,-1,1,-1,-1,-1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244629,1,0,1,1,1,-1,-1,1,-1,-1,-1
-1,1,1,1,1,1,1,-1,-1,1,-1,8244628,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8244627,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8244623,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8244622,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244621,1,1,1,1,1,1,1,1,1,1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8244617,1,1,1,1,1,1,1,1,-1,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8244616,1,1,1,1,1,1,1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244615,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244605,1,1,1,1,1,1,1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244603,1,1,1,1,1,1,1,1,0,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244602,1,1,1,1,1,1,1,1,0,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8244597,-1,1,1,1,1,-1,1,-1,0,-1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8244596,-1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244595,-1,0,1,1,1,-1,-1,-1,0,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8244580,-1,0,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244543,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244542,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244539,1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244538,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244537,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244529,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244520,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244513,1,0,1,1,1,-1,-1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244494,1,-1,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244487,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244466,-1,1,1,1,1,-1,-1,-1,-1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8244433,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8244430,1,1,1,1,1,-1,-1,1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244427,1,1,1,1,1,-1,-1,1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244410,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244409,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244406,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244401,-1,0,1,1,1,-1,-1,-1,1,1,-1
0,1,1,1,1,-1,1,-1,-1,1,-1,8244393,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8244390,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8244387,1,0,1,1,1,-1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244378,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,-1,1,1,-1,1,-1,1,1,-1,8244360,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244337,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8244323,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244318,-1,0,1,1,1,-1,-1,-1,0,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244309,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244305,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8244102,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244101,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244100,1,1,1,1,1,-1,1,1,1,1,-1
1,-1,1,1,1,1,-1,-1,1,1,-1,8244058,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8244052,-1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244045,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8244044,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244041,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8244022,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243992,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243990,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243952,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243951,-1,1,1,1,1,-1,-1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8243943,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8243924,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243911,1,1,1,1,1,-1,-1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243640,-1,0,1,1,1,-1,-1,-1,1,-1,-1
0,1,1,1,1,-1,-1,-1,1,1,-1,8243637,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243571,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243570,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243564,1,1,1,1,1,1,1,1,0,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243558,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8243549,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8243548,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243539,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243538,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243530,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243529,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243513,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243512,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243511,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243510,-1,1,1,1,1,-1,1,-1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8243506,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8243501,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8243496,1,0,1,1,1,-1,-1,1,-1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8243490,1,0,1,1,1,-1,-1,1,-1,-1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8243486,1,1,1,1,1,1,1,1,0,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8243471,1,1,1,1,1,-1,-1,-1,-1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8243468,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243467,1,0,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243466,-1,1,1,1,1,-1,1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243465,-1,1,1,1,1,-1,1,-1,-1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243447,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243444,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243435,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243434,1,1,1,1,1,-1,0,1,1,-1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243433,1,1,1,1,1,-1,0,1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243432,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243431,1,1,1,1,1,-1,1,1,1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243430,1,1,1,1,1,-1,1,1,0,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8243391,1,1,1,1,1,-1,-1,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8243390,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8243366,-1,1,1,1,1,-1,-1,-1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243360,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243359,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243358,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243357,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243356,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243355,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243354,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243353,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243352,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243349,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,-1,1,-1,8243348,-1,1,1,1,1,-1,1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243347,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243346,-1,1,1,1,1,-1,-1,-1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8243344,1,1,1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,1,1,-1,1,1,-1,8243341,1,1,1,1,1,1,1,1,-1,1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8243332,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8243324,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243310,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8243309,1,1,1,1,1,-1,1,1,0,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243305,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243304,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8243293,1,0,1,1,1,-1,-1,-1,1,1,-1
0,1,1,1,1,-1,0,-1,1,1,-1,8243289,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243288,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243286,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8243281,1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8243280,1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8243279,1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243268,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243267,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243266,1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8243264,1,1,1,1,1,-1,1,1,0,1,-1
1,1,-1,1,1,1,1,-1,1,1,-1,8243259,1,1,1,1,1,-1,-1,1,0,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8243257,1,1,1,1,1,-1,1,1,0,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8243256,1,1,1,1,1,-1,1,1,0,1,-1
0,1,1,1,1,1,0,-1,1,1,-1,8243254,1,0,1,1,-1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,-1,1,-1,8243208,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8243205,1,1,1,1,1,-1,1,1,0,1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8243203,-1,1,1,1,1,-1,1,-1,0,-1,-1
-1,1,1,1,1,-1,0,-1,1,1,-1,8243204,-1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243202,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243169,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242996,1,1,1,1,-1,-1,-1,1,-1,1,-1
1,1,1,1,1,1,-1,-1,1,1,-1,8242958,1,1,1,1,1,-1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8243214,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,1,0,-1,-1,1,-1,8243213,1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8243212,-1,0,1,1,1,-1,-1,-1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8243210,-1,0,1,1,1,-1,-1,-1,1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8243008,-1,1,1,1,1,-1,-1,-1,-1,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242948,-1,1,1,1,1,-1,1,-1,1,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8242929,1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8242928,1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,-1,1,1,-1,1,-1,1,1,-1,8242927,1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,-1,1,1,-1,1,-1,1,1,-1,8242926,1,1,1,1,1,-1,1,-1,0,-1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242925,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8242918,1,0,1,1,1,-1,-1,1,0,-1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8242917,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,1,-1,1,1,-1,8242915,1,1,1,1,1,1,1,1,1,1,-1
1,1,1,1,1,-1,0,-1,-1,1,-1,8242899,1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8242897,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242876,-1,0,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242861,-1,1,1,1,1,-1,-1,-1,-1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242820,-1,1,1,1,1,-1,1,-1,1,1,-1
1,1,1,1,1,1,0,-1,1,1,-1,8242819,-1,1,1,1,1,-1,1,-1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8242808,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,8242807,1,1,1,1,1,1,1,1,-1,1,-1
1,1,1,1,1,-1,-1,-1,1,1,-1,8242790,1,1,1,1,1,1,1,1,0,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242789,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242788,-1,1,1,1,1,-1,1,-1,1,-1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8242787,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242786,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242785,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242781,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242780,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242779,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242772,1,1,1,1,1,-1,1,1,1,1,-1
0,1,1,1,1,-1,1,-1,1,1,-1,8242765,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242764,-1,1,1,1,1,-1,1,-1,1,-1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242760,1,1,1,1,1,-1,1,1,1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242755,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242752,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242751,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8242750,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242749,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8242748,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242747,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242746,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242745,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8242744,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242743,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,1,-1,1,1,-1,8242742,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242741,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,-1,-1,1,1,-1,8242740,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242739,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,-1,1,-1,1,1,-1,8242738,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,-1,-1,1,1,-1,8242737,1,1,1,1,1,1,1,1,-1,1,-1
-1,1,1,1,1,1,0,-1,1,1,-1,8242736,1,1,1,1,1,1,1,1,-1,1,-1
