Length of URL,Has IP address,Shortening Service,Having @ Symbol,Double Slash Redirecting,Prefix-Suffix,CTLD,HTTPS in Domain,Sensitive Words,Has Tilde,Has Port,PhishID,frequency_of_a_tags,frequency_of_alltags,presence_of_iframes,presence_of_popups,right_click_disabling,checking_sfh,request_url,url-of-anchor,links_in_meta_img,check_hidden_content,Current Domain Age,Matching Domain Name,Length of Domain,Google page index
-1,1,1,1,1,1,1,-1,1,1,-1,1855612,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,1855544,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
-1,1,1,1,-1,1,1,-1,-1,1,-1,1855532,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
-1,1,1,1,1,1,-1,-1,-1,1,-1,1854999,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1
0,1,1,1,1,1,1,-1,-1,1,-1,1854907,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,1854906,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,1,-1,-1,1,-1,1854905,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,1854754,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,1853880,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,1853799,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,1853626,-1,1,1,1,1,-1,1,0,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,1853387,-1,1,1,1,1,-1,1,-1,0,1,-1,-1,-1,1
-1,1,1,1,-1,1,1,-1,-1,1,-1,1838561,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,1837167,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
-1,1,1,1,1,-1,1,-1,1,1,-1,1837048,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5152024,1,1,1,1,1,-1,0,1,0,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5152022,1,1,1,1,1,-1,0,1,0,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5150491,-1,0,1,1,1,-1,-1,-1,1,-1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,5143671,1,1,1,1,1,-1,1,-1,1,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,5142576,1,0,1,1,1,-1,1,0,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,5142134,-1,0,1,1,1,-1,1,0,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5141688,1,0,1,1,1,-1,-1,-1,1,1,0,0,0,1
1,1,1,1,1,1,-1,-1,-1,1,-1,5141189,-1,0,1,1,1,-1,-1,-1,1,-1,0,0,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,5140530,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5140528,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,5140527,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5140452,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5140189,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5137827,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,5135806,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5134746,1,1,1,1,1,-1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5134370,-1,1,1,1,1,-1,1,0,-1,1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5134155,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,5134004,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5133481,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5133419,1,1,1,1,1,-1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5133047,-1,0,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5132762,-1,1,1,1,1,-1,0,-1,0,1,1,1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5132280,1,1,1,1,1,-1,-1,1,0,1,0,-1,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,5131976,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5131845,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5131633,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,-1,1,1,1,-1,-1,-1,1,-1,5131337,1,1,1,1,1,1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,0,-1,1,1,-1,5130237,-1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,-1,1,-1,5129983,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5129911,1,1,1,1,1,-1,1,0,0,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,5126049,-1,1,1,1,1,-1,1,0,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5125615,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,5125318,-1,0,1,1,1,-1,1,1,1,-1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5123929,1,1,1,1,1,-1,1,1,1,-1,-1,1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,5120831,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5119970,-1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5119772,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5119718,1,1,1,-1,1,-1,1,1,1,1,-1,-1,-1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5119697,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5119686,1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,-1,-1,-1,1,1,-1,5119452,1,0,1,1,1,-1,-1,0,0,-1,1,-1,0,1
-1,1,-1,1,1,1,0,-1,1,1,-1,5117421,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
-1,1,1,1,1,1,-1,-1,1,1,-1,5117297,1,0,1,1,1,-1,0,1,1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,5117227,-1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5116659,1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5116180,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5116179,1,0,1,1,1,-1,-1,0,-1,1,1,-1,1,1
0,1,1,1,1,-1,1,-1,1,1,-1,5115037,-1,1,1,1,1,-1,1,0,0,1,1,1,1,1
0,1,1,1,1,1,0,-1,1,1,-1,5114655,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5114649,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5114647,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5108673,1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5106615,1,0,1,1,1,-1,-1,0,-1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5105280,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5105279,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5104078,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5104077,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5103585,1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5102125,1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5101933,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
0,1,1,1,1,1,0,-1,-1,1,-1,5101345,1,1,1,1,1,-1,-1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5100836,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5100771,-1,1,1,1,1,-1,1,0,0,1,0,0,0,1
0,1,1,1,1,1,-1,-1,1,1,-1,5100219,1,0,1,1,1,-1,-1,0,0,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5097877,-1,1,1,1,1,-1,1,0,0,1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,5096620,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,5096619,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,5096618,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,5096617,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5074388,1,1,1,1,1,-1,1,-1,1,-1,0,0,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,5073644,-1,1,1,1,1,-1,-1,0,0,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5073602,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5072742,1,1,1,1,1,-1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5072277,1,0,1,1,1,-1,-1,0,1,1,1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,5072255,1,1,1,1,1,-1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,5072011,1,1,1,1,1,-1,1,1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5071318,-1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5069843,-1,0,1,1,1,-1,-1,0,0,1,0,-1,0,1
0,1,1,1,1,-1,1,-1,1,1,-1,5068625,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,-1,1,1,1,0,-1,1,1,-1,5068208,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5067440,-1,0,1,1,1,-1,-1,-1,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5067437,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5064993,-1,1,1,1,1,-1,-1,0,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5063382,1,0,1,1,1,-1,0,-1,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5063254,1,0,1,1,1,-1,1,0,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5062912,1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5062760,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5062555,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,1,1,1,1,1,-1,-1,1,-1,5062074,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5058702,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1
-1,1,1,1,-1,1,0,-1,-1,1,-1,5058456,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,-1,1,1,5058232,-1,1,1,1,1,-1,-1,-1,-1,1,0,0,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,5057353,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5056139,-1,1,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,-1,1,-1,5055126,-1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5054920,-1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5054336,1,0,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5053701,1,1,1,1,1,-1,1,-1,0,1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5053165,1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
0,1,1,1,1,-1,1,-1,1,1,-1,5050759,1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,5049817,1,1,1,1,1,-1,1,-1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5048776,1,0,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5048630,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,5048523,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5048339,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,5048296,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5047597,1,0,1,1,1,-1,-1,-1,1,1,0,0,0,1
1,1,1,1,1,1,-1,-1,1,1,-1,5029116,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5028728,1,0,1,1,1,-1,1,0,0,-1,1,1,1,1
-1,1,-1,1,1,1,0,-1,1,1,-1,5028467,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5027591,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5027559,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
1,1,-1,1,1,-1,-1,-1,1,1,-1,5027546,-1,1,1,1,1,-1,-1,-1,-1,-1,0,0,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,5026556,1,1,1,1,1,-1,1,-1,0,1,0,0,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,5025244,1,1,1,1,1,-1,-1,0,1,-1,0,0,0,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,5024854,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5023371,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5023271,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5023270,-1,1,1,1,1,-1,1,0,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5023269,-1,0,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
0,1,1,1,1,1,1,-1,-1,1,-1,5023229,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5023195,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,5023121,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,5023120,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,5022971,1,1,1,1,1,-1,1,0,1,1,1,-1,1,1
0,1,1,1,1,-1,1,-1,-1,1,-1,5022856,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
0,1,1,1,1,-1,1,-1,-1,1,-1,5022837,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
0,1,-1,1,1,1,1,-1,1,1,-1,5022438,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,0,-1,-1,1,-1,5022407,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5022323,-1,1,1,1,1,-1,-1,-1,-1,1,0,-1,0,1
1,1,1,1,1,1,0,-1,1,1,-1,5021601,1,1,1,1,1,-1,1,-1,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5021459,-1,1,1,1,1,-1,1,0,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5020645,1,1,1,1,1,-1,1,-1,1,1,0,-1,0,1
-1,1,1,1,1,1,0,-1,-1,1,-1,5020080,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5019641,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5019640,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
-1,1,-1,1,1,1,0,-1,1,1,-1,5019595,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5019261,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5018759,-1,0,1,1,1,-1,-1,0,1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5016687,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,5016492,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,5016188,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5016005,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5015944,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5015055,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5014444,1,1,1,1,1,-1,1,1,0,-1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5014162,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,5014161,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5013054,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5011753,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5011463,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1
1,1,1,1,1,1,1,-1,1,1,-1,5011387,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5011235,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
0,1,1,1,1,1,1,-1,1,1,-1,5011223,-1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,5011206,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
-1,1,1,1,1,1,1,-1,-1,1,-1,5011118,-1,0,1,1,1,-1,0,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,5011111,1,1,1,1,1,-1,1,1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5010923,1,1,1,1,1,-1,1,1,1,1,0,0,0,1
1,1,-1,1,1,1,1,-1,1,1,-1,5010848,1,0,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5009404,1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
1,1,-1,1,1,1,0,-1,1,1,-1,5009401,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,5009398,1,1,1,1,1,-1,1,0,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,5009308,-1,0,1,1,1,-1,-1,-1,1,1,1,-1,1,1
-1,1,-1,-1,1,1,0,-1,1,1,-1,5005201,1,1,1,1,1,-1,1,1,0,1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,4999414,-1,1,1,1,1,-1,1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,4998511,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,4998150,1,1,1,1,1,-1,1,1,-1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4997653,1,1,1,1,1,1,1,1,1,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4997561,-1,1,1,1,1,-1,-1,-1,1,1,1,1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,4997037,-1,1,1,1,1,-1,-1,-1,0,1,1,1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,4996948,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,4996742,-1,0,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,4995548,1,1,1,1,1,-1,1,-1,1,1,0,0,0,1
-1,1,1,1,1,1,-1,-1,1,1,-1,4995506,1,1,1,1,1,-1,1,1,1,-1,0,-1,0,1
-1,1,1,1,1,1,0,-1,1,1,-1,4995158,1,0,1,1,1,-1,-1,-1,-1,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,4994986,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4994972,-1,0,1,1,1,-1,-1,-1,-1,-1,1,-1,1,1
1,1,1,1,1,-1,1,-1,1,1,-1,4994971,1,0,1,1,1,-1,-1,1,-1,-1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4994879,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1
1,1,-1,1,1,1,1,-1,1,1,-1,4994656,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,4994375,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,4994374,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,4994373,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
-1,1,1,-1,-1,1,0,-1,1,1,-1,4994372,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,4975497,1,1,1,1,1,-1,0,1,1,-1,1,-1,1,1
1,1,1,1,1,1,0,-1,1,1,-1,4975186,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4975124,1,0,1,1,1,-1,-1,1,1,1,-1,-1,-1,1
1,1,1,1,1,1,0,-1,1,1,-1,4974266,1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1
-1,1,1,1,1,1,1,-1,1,1,-1,4974153,1,0,1,1,1,-1,-1,0,0,-1,1,-1,1,1
0,1,1,1,1,1,-1,-1,1,1,-1,4974028,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,4973943,1,1,1,1,1,-1,-1,0,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,-1,1,-1,4973935,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,-1,1,-1,4973934,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,-1,1,-1,4973933,-1,1,1,1,1,-1,1,-1,0,-1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,4973919,1,1,1,1,1,-1,0,0,1,-1,0,0,0,1
1,1,1,1,1,1,1,-1,1,1,-1,4973644,-1,0,1,1,1,-1,1,-1,-1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4973511,-1,1,1,1,1,-1,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,-1,1,-1,4973463,-1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,1
-1,1,1,1,1,1,1,-1,1,1,-1,4973003,1,1,1,1,1,-1,1,0,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4972724,1,1,1,1,1,-1,1,-1,-1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4971873,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4971313,-1,0,1,1,1,-1,-1,-1,0,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4970644,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
0,1,1,1,1,1,1,-1,-1,1,-1,4970479,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,-1,1,1,-1,4970478,1,1,1,1,1,-1,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,0,-1,1,1,-1,4969874,-1,1,1,1,1,-1,-1,-1,1,-1,1,-1,1,1
-1,1,1,1,1,-1,-1,-1,1,1,-1,4969522,1,1,1,1,1,-1,1,1,1,1,0,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,4968728,-1,1,1,1,1,-1,-1,-1,0,-1,1,-1,1,1
-1,1,1,1,1,1,0,-1,-1,1,-1,4968614,1,1,1,1,1,-1,1,1,0,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,4968259,1,1,1,1,1,-1,1,1,1,-1,0,-1,0,1
1,1,1,1,1,1,0,-1,1,1,-1,4968255,-1,0,1,1,1,-1,-1,-1,0,1,1,-1,1,1
1,1,1,1,1,1,-1,-1,1,1,-1,4968071,1,1,1,1,1,-1,1,1,1,-1,1,-1,0,1
1,1,1,1,1,1,1,-1,1,1,-1,4967892,1,0,1,1,1,-1,1,0,1,1,1,1,1,1
