PhishID, PhishURL                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Result                                                                                                                                                                                                                                                                                                                                                                                                                            , Length of URL, Has IP address, Shortening Service, Having @ Symbol, Double Slash Redirecting, Prefix-Suffix, Has Sub-domain, SSL Final State, Port, Domain Length,
8192948, https://airdropbob-app.com/stargate-finance/                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 44           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 18           ,
8189582, https://libereseufgts.online/                                                                                                                                                                                                                                                                                                                                                                                                                                           , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 29           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 20           ,
8189581, http://3.90.30.2/                                                                                                                                                                                                                                                                                                                                                                                                                                                       , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 17           , 1             , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 9            ,
8189572, http://weitere-dkb.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 23           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 15           ,
8189560, http://d743d446.smileandshine.pt/                                                                                                                                                                                                                                                                                                                                                                                                                                       , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 33           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 25           ,
8189559, https://www.formulariosdeclaraciones.com/formulario/indexbn.html                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 64           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 32           ,
8189516, https://is.gd/HypeSecurity                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 26           , -1            , 1                 , -1             , 1                       , 1            , 0             , -1             , -1  , 5            ,
8189510, https://consciente-t.com/                                                                                                                                                                                                                                                                                                                                                                                                                                               , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 25           , -1            , 1                 , -1             , 1                       , 1            , 0             , -1             , -1  , 16           ,
8189505, http://hahyolboldodlaydos.net:8093/payload                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 42           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , 1   , 27           ,
8189504, http://hahyolboldodlaydos.net:8093/api/mirrors                                                                                                                                                                                                                                                                                                                                                                                                                          , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 46           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , 1   , 27           ,
8189500, https://metateam-leadconnect.netlify.app/support-meta.netlify.app/support.html                                                                                                                                                                                                                                                                                                                                                                                          , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 78           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 32           ,
8189489, https://tmboxnet.com/cgi-bin/js/qrscan/id_image75404pu3w0894/8d78rwe87sn.php                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 76           , -1            , 1                 , -1             , 1                       , 1            , 0             , -1             , -1  , 12           ,
8189483, https://nouveau-depart-obnk.b-cdn.net/                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 38           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 29           ,
8189474, https://t.co/GwPtLVmYGR                                                                                                                                                                                                                                                                                                                                                                                                                                                 , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 23           , -1            , 1                 , -1             , 1                       , 1            , 0             , -1             , -1  , 4            ,
8189466, https://www.curemedicals.com/wp-content/f                                                                                                                                                                                                                                                                                                                                                                                                                               , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 41           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 20           ,
8189460, https://t.co/cbhRbyFepw                                                                                                                                                                                                                                                                                                                                                                                                                                                 , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 23           , -1            , 1                 , -1             , 1                       , 1            , 0             , -1             , -1  , 4            ,
8189458, https://www.curemedicals.com/wp-content/f/                                                                                                                                                                                                                                                                                                                                                                                                                              , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 42           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 20           ,
8189454, https://is.gd/LGxkAD                                                                                                                                                                                                                                                                                                                                                                                                                                                    , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 20           , -1            , 1                 , -1             , 1                       , 1            , 0             , 1              , -1  , 5            ,
8189437, http://online-nz-asb.com                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 24           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 17           ,
8189425, https://paytransfers.online/payment/bank//countries/switz/banks/Raiffeisen%20Schweiz%20Genossenschaft/index.php                                                                                                                                                                                                                                                                                                                                                         , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 111          , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 19           ,
8189421, https://moeypt.online                                                                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 21           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 13           ,
8189408, https://novoclinic.com.pe/mde/upload.php                                                                                                                                                                                                                                                                                                                                                                                                                                , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 40           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 17           ,
8189399, https://broadribge.com/eim/EIM/                                                                                                                                                                                                                                                                                                                                                                                                                                         , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 31           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189398, https://broadribge.com/mywetransfer/mywetrasfer.html                                                                                                                                                                                                                                                                                                                                                                                                                    , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 52           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189396, https://broadribge.com/zzz/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 27           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189395, https://broadribge.com/adob/                                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 28           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189393, https://broadribge.com/dhl/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 27           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189380, https://t.ly/ezcjQ                                                                                                                                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 18           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 4            ,
8189376, https://chtcomtw.xyz                                                                                                                                                                                                                                                                                                                                                                                                                                                    , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 20           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 12           ,
8189375, https://aliposchools.com/eMein                                                                                                                                                                                                                                                                                                                                                                                                                                          , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 30           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 16           ,
8189374, https://cassidygregson.com/wp-includes/fonts/cn86409891/                                                                                                                                                                                                                                                                                                                                                                                                                , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 56           , -1            , -1                , -1             , 1                       , 1            , 0             , 1              , -1  , 18           ,
8189370, https://feisinv.com                                                                                                                                                                                                                                                                                                                                                                                                                                                     , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 19           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 11           ,
8189367, http://viterra-bunge.biz                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 24           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 17           ,
8189348, https://link.tonpay.top/                                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 24           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 15           ,
8189347, https://linktpeay-toill.com/                                                                                                                                                                                                                                                                                                                                                                                                                                            , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 28           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 19           ,
8189333, https://revokecash.xyz/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 23           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189327, https://metamask-3.top/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 23           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189301, https://revokecash.me/                                                                                                                                                                                                                                                                                                                                                                                                                                                  , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 22           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 13           ,
8189298, http://78.47.186.251/                                                                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 21           , 1             , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 13           ,
8189293, https://sknhanqua.freefiregarena.vn/                                                                                                                                                                                                                                                                                                                                                                                                                                    , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 36           , -1            , -1                , -1             , 1                       , 1            , 1             , 1              , -1  , 27           ,
8189207, https://3machalaa-oro-net.netlify.app                                                                                                                                                                                                                                                                                                                                                                                                                                   , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 37           , -1            , -1                , -1             , 1                       , 1            , 1             , -1             , -1  , 29           ,
8189202, https://tour2czech.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 23           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 14           ,
8189201, https://torontocondovalue.com/                                                                                                                                                                                                                                                                                                                                                                                                                                          , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 30           , -1            , -1                , -1             , 1                       , 1            , 0             , -1             , -1  , 21           ,
