PhishID, PhishURL                                                                                                                                                                                                                                                                                                                                                                                                                                                                , Result                                                                                                                                                                                                                                                                                                                                                                                                                            , having_IP_Address, URL_Length, Shortening_Service, having_At_Symbol, double_slash_redirecting, Prefix_Suffix, having_Sub_Domain, SSLfinal_State, Domain_registration_length, Favicon, port, HTTPS_token, Request_URL, URL_of_Anchor, Links_in_tags, SFH, Submitting_to_email, Abnormal_URL, Redirect, on_mouseover, RightClick, popUpWindow, Iframe, age_of_domain, DNSRecord, web_traffic, Page_Rank, Google_Index, Links_pointing_to_page, Statistical_report
8189030, https://www.limpanomefeirao.com/                                                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 32        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8189029, https://hiper-online-ofertas2023.myshopify.com/products/geladeira-refrigerador-french-door-electrolux-579l-dm84x-inox?currency=brl                                                                                                                                                                                                                                                                                                                                      , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 130       , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8189019, https://generalmotorsmexico.com/                                                                                                                                                                                                                                                                                                                                                                                                                                        , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 32        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188970, https://broadribge.com/bul/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 27        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188863, https://sec73-schoolsfirstfcu.org/                                                                                                                                                                                                                                                                                                                                                                                                                                      , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                , 34        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188861, https://springcufinance.com/userDash/signin.php                                                                                                                                                                                                                                                                                                                                                                                                                         , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 47        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188860, https://registrowebmail.online/index1.php                                                                                                                                                                                                                                                                                                                                                                                                                               , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 41        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188859, https://cutt.ly/r6U1Ijj?Confirmarregistrowebmail                                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 48        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188820, http://faturafacil.store/                                                                                                                                                                                                                                                                                                                                                                                                                                               , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 25        , 0                 , 0               , 1                       , 0            , 1                , 0             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188817, https://emprestimo-pra-voce.com/nu-cred/9hqro56j                                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 48        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188808, https://ms-onl65.buzz/main/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 27        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188807, https://smartsheet.net.cn/                                                                                                                                                                                                                                                                                                                                                                                                                                              , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 26        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188793, https://activatewalllet.org/                                                                                                                                                                                                                                                                                                                                                                                                                                            , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 28        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188749, https://faturafacil.store/                                                                                                                                                                                                                                                                                                                                                                                                                                              , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 26        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188719, https://atendimentosuporteonline.com/mobile/index.php?hash=3513126616491aded7fbe75.92736772                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 91        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
8188717, http://lnkfi.re/V8OfHi                                                                                                                                                                                                                                                                                                                                                                                                                                                  , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 22        , 0                 , 0               , 1                       , 0            , 1                , 0             , -1                        , 1      , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982337, https://vvidiba.it-content.us/                                                                                                                                                                                                                                                                                                                                                                                                                                          , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 30        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982321, https://daugiailmht2022.vn/                                                                                                                                                                                                                                                                                                                                                                                                                                             , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 27        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982314, https://etc-trefdg.jkub.com/                                                                                                                                                                                                                                                                                                                                                                                                                                            , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 28        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982311, https://blmltd.com/en/index                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 27        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982310, https://teslacoinus.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 24        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982308, https://b-888.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                      , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 1                , 18        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982306, https://tongdaicaptruyenhinh.online/                                                                                                                                                                                                                                                                                                                                                                                                                                    , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 36        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982303, https://trungtamtruyenhinhcap.online/                                                                                                                                                                                                                                                                                                                                                                                                                                   , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 37        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982300, https://nambinh-credit11.com/auth                                                                                                                                                                                                                                                                                                                                                                                                                                       , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 33        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982299, https://hibenclub.com/auth/login                                                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 32        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982295, https://66a71.com/#/home                                                                                                                                                                                                                                                                                                                                                                                                                                                , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 24        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982294, https://www.tbitex-coin.com/m/#/                                                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                , 32        , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982291, https://ynhsbj.com/                                                                                                                                                                                                                                                                                                                                                                                                                                                     , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 19        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982250, https://keepo.io/brendship/                                                                                                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 27        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982243, https://proxy.approvepayments.com/?alias=spiralbinding                                                                                                                                                                                                                                                                                                                                                                                                                  , -1                                                                                                                                                                                                                                                                                                                                                                                                                                , 0                , 54        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982222, https://proxy.approvepayments.com/binding/binding-equipment/automatic-punching-machines?alias=spiralbinding                                                                                                                                                                                                                                                                                                                                                             , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 107       , 0                 , 0               , 1                       , 1            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982207, https://apollox.com.tr/                                                                                                                                                                                                                                                                                                                                                                                                                                                 , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 23        , 1                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982206, https://www.apolloxfinance.cf/                                                                                                                                                                                                                                                                                                                                                                                                                                          , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 30        , 0                 , 0               , 1                       , 0            , 1                , 1             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
7982201, http://20.197.248.248/redirecionamento/tv60m.php#www.itau.com.br                                                                                                                                                                                                                                                                                                                                                                                                        , 1                                                                                                                                                                                                                                                                                                                                                                                                                                 , 0                , 64        , 0                 , 0               , 1                       , 0            , 1                , 0             , -1                        , -1     , 1   , 0          , 1          , 1            ,              ,    ,                    ,             ,         ,             ,           ,            ,       ,              ,          ,            ,          ,             ,                       , 
